sensor_type	dt	px	py	vx	vy	estimate_x	estimate_y	estimate_vx	estimate_vy	rmse_x	rmse_y	rmse_vx	rmse_vy	NIS_lidar	NIS_radar
R	11477010455600000	5.79428	6.56124	1.59093	-4.52975	5.75056	6.58254	1.44462	-4.53797	0.071391	0.0718422	0.170751	0.218432	1.35275	1.08691
L	11477010455650000	5.87398	6.33481	1.59737	-4.52808	5.80224	6.35497	1.39616	-4.54332	0.0713924	0.0717118	0.170882	0.218004	0.505695	1.08691
R	11477010455700000	5.95405	6.10848	1.60542	-4.52597	5.87339	6.10503	1.38479	-4.57126	0.0714311	0.0715713	0.171105	0.217594	0.505695	4.19036
L	11477010455750000	6.03455	5.88226	1.61507	-4.52341	5.9426	5.88569	1.3674	-4.56573	0.0715227	0.0714317	0.171471	0.217185	0.141614	4.19036
R	11477010455800000	6.11558	5.65619	1.62631	-4.52038	5.99258	5.65337	1.30528	-4.58679	0.0717945	0.0712928	0.172305	0.216802	0.141614	0.747255
L	11477010455850000	6.19721	5.43028	1.63914	-4.51687	6.05329	5.43928	1.27937	-4.57375	0.0722133	0.0711567	0.173423	0.21641	0.351853	0.747255
R	11477010455900000	6.27951	5.20457	1.65356	-4.51288	6.12975	5.20868	1.28557	-4.57751	0.072672	0.0710197	0.174592	0.216029	0.351853	0.303632
L	11477010455950000	6.36258	4.97906	1.66956	-4.50838	6.21315	4.97031	1.29422	-4.5965	0.0731217	0.0708851	0.175803	0.215683	0.587547	0.303632
R	11477010456000000	6.44648	4.7538	1.68714	-4.50337	6.28062	4.77195	1.28366	-4.56244	0.0737001	0.0707581	0.177235	0.2153	0.587547	4.9998
L	11477010456050000	6.53131	4.52881	1.70628	-4.49781	6.39529	4.49876	1.33747	-4.62786	0.0740377	0.0706473	0.178358	0.215039	5.82644	4.9998
R	11477010456100000	6.61712	4.30411	1.72698	-4.4917	6.49286	4.26087	1.40179	-4.62362	0.074293	0.0705633	0.179144	0.214784	5.82644	3.022
L	11477010456150000	6.70401	4.07974	1.74923	-4.485	6.59859	3.99891	1.44159	-4.66779	0.0744355	0.0706049	0.179804	0.214672	2.98367	3.022
R	11477010456200000	6.79205	3.85571	1.77302	-4.4777	6.71659	3.76083	1.54193	-4.65828	0.0744393	0.0707122	0.180025	0.214553	2.98367	3.9791
L	11477010456250000	6.88132	3.63207	1.79834	-4.46978	6.76406	3.55086	1.49584	-4.62954	0.0746463	0.0707546	0.180641	0.214374	1.99466	3.9791
R	11477010456300000	6.97188	3.40885	1.82518	-4.4612	6.85205	3.3242	1.53432	-4.61556	0.0748664	0.0708117	0.181179	0.21418	1.99466	1.34189
L	11477010456350000	7.06383	3.18607	1.85352	-4.45194	6.96468	3.14807	1.58716	-4.54668	0.0749717	0.0707176	0.181571	0.213859	6.65518	1.34189
R	11477010456400000	7.15723	2.96378	1.88336	-4.44197	7.07912	2.95585	1.68545	-4.48358	0.0749836	0.0705877	0.181634	0.213476	6.65518	8.63885
L	11477010456450000	7.25216	2.742	1.91468	-4.43125	7.174	2.74242	1.70774	-4.46691	0.0749956	0.0704568	0.181735	0.213091	0.348878	8.63885
R	11477010456500000	7.34868	2.52078	1.94746	-4.41977	7.27843	2.52836	1.73911	-4.45261	0.0749786	0.0703282	0.18184	0.212707	0.348878	3.70979
L	11477010456550000	7.44688	2.30016	1.98168	-4.40749	7.36074	2.31469	1.74158	-4.43769	0.0750227	0.0702044	0.182088	0.212323	0.151785	3.70979
R	11477010456600000	7.54683	2.08018	2.01733	-4.39436	7.43482	2.06937	1.71751	-4.46899	0.0751914	0.0700787	0.182658	0.211982	0.151785	2.44298
L	11477010456650000	7.64859	1.86087	2.0544	-4.38037	7.52978	1.83294	1.73487	-4.48393	0.0753965	0.0699711	0.183344	0.211688	0.403893	2.44298
R	11477010456700000	7.75224	1.6423	2.09284	-4.36546	7.65609	1.61296	1.83149	-4.46731	0.0754823	0.0698661	0.183687	0.211392	0.403893	3.75153
L	11477010456750000	7.85785	1.42449	2.13266	-4.34961	7.7775	1.32862	1.87669	-4.54396	0.0755005	0.0699778	0.184	0.211332	7.18323	3.75153
R	11477010456800000	7.96547	1.2075	2.17382	-4.33277	7.89919	1.12574	1.95361	-4.50083	0.0754692	0.0700239	0.184144	0.211192	7.18323	3.92603
L	11477010456850000	8.07519	0.991377	2.21629	-4.31491	7.96045	0.890461	1.91617	-4.51095	0.075647	0.0701594	0.184692	0.21114	2.46678	3.92603
R	11477010456900000	8.18706	0.776179	2.26005	-4.29598	8.07533	0.665348	1.98654	-4.50018	0.0758071	0.0703472	0.185086	0.211115	2.46678	1.78514
L	11477010456950000	8.30115	0.561955	2.30508	-4.27595	8.2012	0.464029	2.04227	-4.45857	0.075907	0.0704649	0.185422	0.21102	1.60781	1.78514
R	11477010457000000	8.41752	0.348763	2.35134	-4.25478	8.33584	0.257734	2.11632	-4.42365	0.0759283	0.0705487	0.185622	0.210885	1.60781	5.14214
L	11477010457050000	8.53623	0.136661	2.39881	-4.23241	8.45209	0.0820022	2.15666	-4.3503	0.075959	0.0704987	0.185852	0.210628	2.43066	5.14214
R	11477010457100000	8.65734	-0.0742907	2.44744	-4.20881	8.62466	-0.134205	2.33639	-4.32547	0.0758496	0.0704641	0.185641	0.21037	2.43066	11.3538
L	11477010457150000	8.78091	-0.28403	2.4972	-4.18394	8.77924	-0.308399	2.42092	-4.24458	0.075716	0.0703548	0.185369	0.21003	3.46414	11.3538
R	11477010457200000	8.90699	-0.492491	2.54807	-4.15775	8.93056	-0.479216	2.5334	-4.16266	0.0755959	0.0702356	0.185046	0.209661	3.46414	10.452
L	11477010457250000	9.03564	-0.699608	2.59998	-4.1302	9.07622	-0.669199	2.59577	-4.11165	0.0755018	0.0701358	0.184722	0.209297	0.704162	10.452
R	11477010457300000	9.16691	-0.905311	2.65292	-4.10124	9.21861	-0.890528	2.66286	-4.10875	0.0754319	0.0700189	0.184401	0.208933	0.704162	1.36058
L	11477010457350000	9.30084	-1.10953	2.70683	-4.07084	9.31602	-1.13855	2.64631	-4.15299	0.0753061	0.0699182	0.184115	0.208626	3.19278	1.36058
R	11477010457400000	9.4375	-1.31219	2.76168	-4.03893	9.46808	-1.37191	2.74906	-4.16592	0.0751972	0.0698855	0.183798	0.208399	3.19278	5.43092
L	11477010457450000	9.57692	-1.51322	2.8174	-4.00549	9.64259	-1.57244	2.83734	-4.12137	0.0751665	0.0698515	0.183485	0.20815	2.2032	5.43092
R	11477010457500000	9.71914	-1.71253	2.87396	-3.97047	9.77978	-1.7525	2.85532	-4.05746	0.0751214	0.0697707	0.183172	0.207855	2.2032	2.57043
L	11477010457550000	9.86421	-1.91005	2.93131	-3.93381	9.89706	-1.9365	2.86199	-4.01067	0.0750172	0.0696683	0.182903	0.207547	2.15251	2.57043
R	11477010457600000	10.0122	-2.1057	2.98938	-3.89549	10.0604	-2.14148	2.965	-3.99078	0.074942	0.0695808	0.182596	0.207268	2.15251	3.42685
L	11477010457650000	10.163	-2.29939	3.04813	-3.85546	10.21	-2.33472	3.00701	-3.95243	0.0748646	0.0694929	0.182301	0.206992	0.0304367	3.42685
R	11477010457700000	10.3169	-2.49103	3.1075	-3.81368	10.3314	-2.50753	2.98315	-3.89039	0.0747423	0.0693816	0.182136	0.206689	0.0304367	5.71159
L	11477010457750000	10.4737	-2.68054	3.16742	-3.7701	10.4889	-2.72961	3.02573	-3.89955	0.0746212	0.069323	0.182015	0.206477	1.21704	5.71159
R	11477010457800000	10.6335	-2.86783	3.22785	-3.72468	10.6283	-2.91334	3.02327	-3.85388	0.0744961	0.0692566	0.182095	0.206265	1.21704	1.47768
L	11477010457850000	10.7963	-3.05279	3.2887	-3.67739	10.7595	-3.09576	3.0335	-3.81739	0.0744015	0.0691851	0.18239	0.206079	1.11338	1.47768
R	11477010457900000	10.9622	-3.23535	3.34992	-3.62819	10.9434	-3.28281	3.15651	-3.78637	0.0742849	0.0691238	0.182428	0.205937	1.11338	5.14193
L	11477010457950000	11.1311	-3.4154	3.41144	-3.57705	11.1105	-3.45723	3.20813	-3.73187	0.0741705	0.0690507	0.182501	0.205788	0.185576	5.14193
R	11477010458000000	11.3032	-3.59284	3.47319	-3.52392	11.2845	-3.63569	3.28941	-3.69021	0.074055	0.0689802	0.182505	0.205669	0.185576	2.24769
L	11477010458050000	11.4783	-3.76758	3.53509	-3.46877	11.4691	-3.82823	3.35253	-3.66162	0.0739342	0.0689542	0.182506	0.205628	0.968686	2.24769
R	11477010458100000	11.6565	-3.9395	3.59707	-3.41158	11.6487	-4.0186	3.41345	-3.6356	0.0738134	0.0689902	0.182509	0.205691	0.968686	0.874257
L	11477010458150000	11.8378	-4.10852	3.65905	-3.35231	11.8303	-4.20418	3.46538	-3.60171	0.0736931	0.0690948	0.182547	0.20585	0.268317	0.874257
R	11477010458200000	12.0223	-4.27453	3.72095	-3.29094	12.0295	-4.38861	3.55201	-3.56677	0.0735734	0.06929	0.182504	0.206119	0.268317	2.66328
L	11477010458250000	12.2098	-4.43741	3.7827	-3.22744	12.2273	-4.53798	3.62246	-3.47856	0.0734599	0.0694152	0.182436	0.206282	0.711652	2.66328
R	11477010458300000	12.4003	-4.59707	3.84421	-3.16178	12.4274	-4.70506	3.72097	-3.42986	0.0733564	0.0695756	0.182274	0.206513	0.711652	3.55457
L	11477010458350000	12.594	-4.75339	3.90539	-3.09395	12.6312	-4.82151	3.79307	-3.29758	0.0732679	0.0695709	0.182091	0.206504	2.0794	3.55457
R	11477010458400000	12.7907	-4.90626	3.96616	-3.02393	12.8288	-4.97944	3.84087	-3.2351	0.0731814	0.0695829	0.181935	0.206519	2.0794	0.659283
L	11477010458450000	12.9904	-5.05558	4.02643	-2.95171	13.0367	-5.13755	3.90249	-3.17503	0.0731105	0.0696264	0.181778	0.206575	0.35365	0.659283
R	11477010458500000	13.1931	-5.20124	4.0861	-2.87726	13.2091	-5.29233	3.91325	-3.12773	0.0729985	0.069706	0.18175	0.206731	0.35365	4.16313
L	11477010458550000	13.3988	-5.34312	4.1451	-2.80059	13.3824	-5.46642	3.92142	-3.11318	0.0728873	0.0699434	0.1819	0.207157	0.693898	4.16313
R	11477010458600000	13.6074	-5.48111	4.20332	-2.72168	13.6157	-5.6119	4.05674	-3.05191	0.0727723	0.0702218	0.181798	0.207667	0.693898	8.2535
L	11477010458650000	13.8189	-5.6151	4.26067	-2.64053	13.8044	-5.7503	4.08011	-2.98372	0.0726609	0.0705238	0.181794	0.208238	0.830192	8.2535
R	11477010458700000	14.0332	-5.74499	4.31706	-2.55715	14.0366	-5.89929	4.18061	-2.92866	0.0725458	0.0709465	0.181668	0.208959	0.830192	2.94535
L	11477010458750000	14.2504	-5.87065	4.37238	-2.47154	14.2738	-6.01878	4.25859	-2.82048	0.0724428	0.0713226	0.181493	0.209549	0.95507	2.94535
R	11477010458800000	14.4703	-5.99197	4.42655	-2.38369	14.4958	-6.16316	4.32062	-2.76782	0.0723427	0.0718562	0.181304	0.210328	0.95507	0.431377
L	11477010458850000	14.6928	-6.10885	4.47946	-2.29364	14.7347	-6.24399	4.39371	-2.60955	0.0722671	0.0721423	0.181083	0.210743	1.87937	0.431377
R	11477010458900000	14.918	-6.22118	4.53101	-2.20138	14.9541	-6.37081	4.44832	-2.54624	0.072182	0.0725147	0.180858	0.211296	1.87937	2.06089
L	11477010458950000	15.1457	-6.32884	4.58111	-2.10694	15.1402	-6.44786	4.44528	-2.41843	0.0720698	0.0727063	0.180735	0.211683	7.11628	2.06089
R	11477010459000000	15.3758	-6.43173	4.62966	-2.01035	15.3764	-6.5651	4.49999	-2.34066	0.0719575	0.0729737	0.180598	0.212156	7.11628	1.14444
L	11477010459050000	15.6084	-6.52973	4.67655	-1.91162	15.6135	-6.65382	4.55195	-2.22345	0.0718462	0.0731877	0.180451	0.212538	0.403631	1.14444
R	11477010459100000	15.8432	-6.62276	4.72169	-1.81079	15.8523	-6.76971	4.62994	-2.16818	0.0717367	0.0735304	0.180244	0.213138	0.403631	2.84631
L	11477010459150000	16.0803	-6.71069	4.76497	-1.7079	16.1015	-6.8929	4.68391	-2.11208	0.0716356	0.0741114	0.180022	0.21399	1.16861	2.84631
R	11477010459200000	16.3195	-6.79342	4.8063	-1.60298	16.3079	-6.98205	4.66218	-2.01578	0.0715283	0.0747334	0.179923	0.214884	1.16861	4.4847
L	11477010459250000	16.5607	-6.87087	4.84558	-1.49608	16.5524	-7.07935	4.70707	-1.93366	0.0714199	0.0755068	0.17981	0.215919	0.202943	4.4847
R	11477010459300000	16.8038	-6.94292	4.88271	-1.38725	16.777	-7.17744	4.72397	-1.86716	0.0713261	0.0764987	0.179749	0.217216	0.202943	1.07004
L	11477010459350000	17.0487	-7.00949	4.9176	-1.27653	17.0242	-7.23256	4.76747	-1.72918	0.0712301	0.0773687	0.179667	0.21832	0.712075	1.07004
R	11477010459400000	17.2953	-7.07048	4.95015	-1.16398	17.2498	-7.30024	4.76818	-1.62291	0.0711659	0.0782826	0.179674	0.219451	0.712075	2.05653
L	11477010459450000	17.5434	-7.1258	4.98026	-1.04968	17.5248	-7.28147	4.83612	-1.37264	0.0710653	0.0786323	0.179577	0.219839	5.05527	2.05653
R	11477010459500000	17.793	-7.17537	5.00785	-0.933668	17.792	-7.33475	4.91728	-1.2658	0.0709579	0.0790006	0.179374	0.220264	5.05527	7.82389
L	11477010459550000	18.044	-7.21909	5.03282	-0.816029	18.0554	-7.33013	4.95563	-1.06148	0.0708538	0.0791166	0.179154	0.220344	2.26774	7.82389
R	11477010459600000	18.2961	-7.2569	5.05509	-0.696834	18.2923	-7.34672	4.94495	-0.907641	0.0707476	0.0791509	0.178987	0.220316	2.26774	6.25705
L	11477010459650000	18.5492	-7.28872	5.07456	-0.57616	18.545	-7.35997	4.96486	-0.758982	0.070642	0.0791284	0.178819	0.220213	0.481274	6.25705
R	11477010459700000	18.8033	-7.31446	5.09116	-0.454089	18.821	-7.39853	5.02113	-0.656649	0.0705431	0.0791437	0.178593	0.220163	0.481274	4.9299
L	11477010459750000	19.0581	-7.33408	5.10481	-0.330708	19.0573	-7.40114	5.01353	-0.515173	0.0704381	0.0791104	0.178397	0.220065	1.45323	4.9299
R	11477010459800000	19.3135	-7.3475	5.11543	-0.206107	19.2954	-7.43613	5.00497	-0.432901	0.0703404	0.0791404	0.178233	0.220086	1.45323	2.70251
L	11477010459850000	19.5694	-7.35466	5.12294	-0.0803797	19.6198	-7.37843	5.08357	-0.175186	0.0702897	0.0790338	0.177982	0.21982	8.8422	2.70251
R	11477010459900000	19.8255	-7.35551	5.12728	0.0463764	19.8868	-7.39039	5.1171	-0.0771395	0.070265	0.0789399	0.177721	0.219598	8.8422	1.08417
L	11477010459950000	20.0818	-7.35	5.12836	0.17406	20.1733	-7.34991	5.14358	0.114758	0.0703367	0.0788237	0.177461	0.219299	1.72127	1.08417
R	11477010460000000	20.3381	-7.33809	5.12615	0.302565	20.4365	-7.36868	5.18582	0.167521	0.0704355	0.0787255	0.17723	0.219099	1.72127	4.30922
L	11477010460050000	20.5942	-7.31974	5.12056	0.431784	20.6557	-7.36674	5.13889	0.250462	0.070411	0.0786514	0.176973	0.218998	3.02427	4.30922
R	11477010460100000	20.8499	-7.29491	5.11155	0.561605	20.9066	-7.33653	5.10801	0.391334	0.0703748	0.0785688	0.176715	0.218872	3.02427	0.977144
L	11477010460150000	21.1051	-7.26358	5.09906	0.691914	21.172	-7.2523	5.09656	0.609063	0.070365	0.0784569	0.176458	0.218599	1.88455	0.977144
R	11477010460200000	21.3596	-7.22573	5.08306	0.822593	21.4361	-7.2227	5.10561	0.714827	0.0703837	0.0783432	0.176207	0.218359	1.88455	0.732462
L	11477010460250000	21.6132	-7.18134	5.06349	0.953522	21.6639	-7.27078	5.07703	0.676985	0.0703347	0.0783776	0.175953	0.218549	3.89252	0.732462
R	11477010460300000	21.8657	-7.1304	5.04032	1.08458	21.908	-7.20641	5.00273	0.84878	0.07027	0.0783709	0.175711	0.218601	3.89252	6.36791
L	11477010460350000	22.117	-7.07291	5.01352	1.21564	22.2116	-7.06939	5.01873	1.12572	0.070352	0.0782584	0.175459	0.21834	7.16426	6.36791
R	11477010460400000	22.3669	-7.00887	4.98307	1.34657	22.4328	-6.99194	4.90914	1.28631	0.0703398	0.0781515	0.175252	0.218051	7.16426	6.74676
L	11477010460450000	22.6151	-6.93829	4.94893	1.47726	22.6415	-6.89634	4.82895	1.44029	0.0702534	0.0780719	0.175119	0.217748	3.85276	6.74676
R	11477010460500000	22.8616	-6.86119	4.9111	1.60756	22.8917	-6.85008	4.83432	1.5036	0.0701716	0.0779629	0.174917	0.217509	3.85276	3.59873
L	11477010460550000	23.106	-6.77759	4.86956	1.73734	23.1168	-6.83778	4.79901	1.5087	0.0700742	0.0779182	0.174709	0.217541	2.26596	3.59873
R	11477010460600000	23.3483	-6.68751	4.82431	1.86648	23.3294	-6.75445	4.71556	1.62899	0.0699821	0.0778893	0.174557	0.2176	2.26596	4.44238
L	11477010460650000	23.5883	-6.59099	4.77535	1.99484	23.5633	-6.6697	4.67524	1.73937	0.0698958	0.0778916	0.174392	0.217716	0.0016314	4.44238
R	11477010460700000	23.8257	-6.48809	4.72269	2.12228	23.8158	-6.60161	4.68211	1.80825	0.0697992	0.0780148	0.174159	0.218047	0.0016314	2.52529
L	11477010460750000	24.0604	-6.37883	4.66633	2.24867	24.0277	-6.49066	4.61091	1.93913	0.0697227	0.0781303	0.173939	0.218358	1.28753	2.52529
R	11477010460800000	24.2922	-6.26328	4.6063	2.37389	24.2499	-6.37991	4.53696	2.06839	0.0696611	0.0782646	0.173734	0.218651	1.28753	0.751428
L	11477010460850000	24.5209	-6.14151	4.54262	2.49779	24.4963	-6.23465	4.49731	2.2397	0.0695758	0.0783101	0.173508	0.218771	1.44517	0.751428
R	11477010460900000	24.7463	-6.01357	4.47532	2.62023	24.739	-6.13696	4.50423	2.30772	0.0694799	0.0784716	0.173273	0.219088	1.44517	2.71694
L	11477010460950000	24.9683	-5.87956	4.40444	2.7411	24.9623	-6.00753	4.44526	2.42923	0.0693841	0.0786523	0.173046	0.2194	0.0727981	2.71694
R	11477010461000000	25.1866	-5.73954	4.33001	2.86026	25.1758	-5.8737	4.36392	2.55125	0.0692903	0.07886	0.172815	0.219698	0.0727981	0.448841
L	11477010461050000	25.4011	-5.5936	4.25209	2.97757	25.4094	-5.72136	4.31358	2.6905	0.0691959	0.0790368	0.172606	0.219913	0.789274	0.448841
R	11477010461100000	25.6117	-5.44185	4.17073	3.09291	25.5991	-5.57552	4.19797	2.81031	0.0691037	0.079239	0.172374	0.22011	0.789274	2.84232
L	11477010461150000	25.8181	-5.28439	4.08598	3.20616	25.7698	-5.33441	4.04304	3.05598	0.0690551	0.0791735	0.172152	0.219948	8.82457	2.84232
R	11477010461200000	26.0202	-5.12131	3.99791	3.31719	25.965	-5.17715	3.95347	3.16213	0.0690209	0.079119	0.171932	0.219797	8.82457	0.107009
L	11477010461250000	26.2178	-4.95274	3.90659	3.42588	26.1613	-5.05092	3.8872	3.21129	0.0689898	0.0791773	0.1717	0.219783	0.667181	0.107009
R	11477010461300000	26.4107	-4.7788	3.81209	3.53212	26.354	-4.86636	3.78434	3.34511	0.0689594	0.0792014	0.171472	0.2197	0.667181	5.60486
L	11477010461350000	26.5989	-4.5996	3.7145	3.63578	26.5529	-4.6302	3.67957	3.54166	0.0689073	0.0791098	0.171248	0.219456	2.82644	5.60486
R	11477010461400000	26.7821	-4.41529	3.6139	3.73676	26.7564	-4.46663	3.65084	3.6052	0.0688269	0.0790477	0.171027	0.219266	2.82644	2.09167
L	11477010461450000	26.9602	-4.226	3.51038	3.83494	26.9125	-4.30607	3.53867	3.66251	0.0687786	0.0790505	0.170802	0.219153	1.48552	2.09167
R	11477010461500000	27.1331	-4.03186	3.40403	3.93023	27.1103	-4.13683	3.52733	3.71432	0.068696	0.0791318	0.170692	0.219144	1.48552	4.95333
L	11477010461550000	27.3006	-3.83304	3.29495	4.02252	27.3226	-3.92555	3.47253	3.83634	0.0686131	0.0791708	0.170711	0.219062	3.38181	4.95333
R	11477010461600000	27.4625	-3.62967	3.18325	4.11172	27.4865	-3.71965	3.32609	3.94813	0.0685323	0.0792017	0.170642	0.218932	3.38181	4.45274
L	11477010461650000	27.6188	-3.42193	3.06903	4.19774	27.6709	-3.51554	3.24975	4.03877	0.0684937	0.0792437	0.17067	0.218794	0.886336	4.45274
R	11477010461700000	27.7694	-3.20995	2.95242	4.28049	27.8264	-3.2973	3.11311	4.14521	0.0684655	0.0792665	0.170644	0.218613	0.886336	2.55577
L	11477010461750000	27.914	-2.99393	2.83351	4.35989	27.9591	-3.04694	2.96072	4.27913	0.068414	0.0792082	0.170543	0.218362	1.69975	2.55577
R	11477010461800000	28.0527	-2.77401	2.71243	4.43586	28.0987	-2.82557	2.83493	4.36295	0.0683643	0.0791476	0.170434	0.218105	1.69975	0.338956
L	11477010461850000	28.1853	-2.55039	2.5893	4.50833	28.2077	-2.57253	2.66472	4.47779	0.0682835	0.0790511	0.170252	0.217822	2.18332	0.338956
R	11477010461900000	28.3116	-2.32322	2.46425	4.57724	28.3179	-2.33513	2.47966	4.56863	0.0681941	0.0789491	0.170029	0.217535	2.18332	1.77014
L	11477010461950000	28.4317	-2.0927	2.3374	4.64252	28.462	-2.12548	2.39352	4.61102	0.0681221	0.078863	0.16983	0.217254	1.1882	1.77014
R	11477010462000000	28.5453	-1.859	2.20888	4.70412	28.5954	-1.90348	2.31383	4.65864	0.0680811	0.0787924	0.169692	0.216981	1.1882	0.870911
L	11477010462050000	28.6526	-1.62231	2.07883	4.76199	28.725	-1.67482	2.2143	4.71292	0.0680927	0.0787351	0.169611	0.216712	0.54337	0.870911
R	11477010462100000	28.7532	-1.38282	1.94737	4.8161	28.8271	-1.44367	2.10624	4.75733	0.0681085	0.0786937	0.169584	0.216449	0.54337	3.6998
L	11477010462150000	28.8473	-1.14071	1.81465	4.86639	28.9338	-1.16829	1.97142	4.85814	0.0681629	0.0786038	0.169552	0.216168	1.04106	3.6998
R	11477010462200000	28.9347	-0.896184	1.6808	4.91284	29.0137	-0.919783	1.83102	4.9103	0.0681932	0.0785108	0.169505	0.215887	1.04106	4.24381
L	11477010462250000	29.0154	-0.649428	1.54595	4.95543	29.0892	-0.663625	1.67986	4.96723	0.0682082	0.0784124	0.169422	0.215608	0.320016	4.24381
R	11477010462300000	29.0893	-0.400636	1.41024	4.99413	29.1401	-0.400073	1.46779	5.02802	0.068169	0.078311	0.169229	0.215336	0.320016	2.56356
L	11477010462350000	29.1564	-0.150004	1.27382	5.02893	29.195	-0.192976	1.32913	5.00757	0.0681092	0.0782405	0.169034	0.215061	2.22685	2.56356
R	11477010462400000	29.2167	0.102274	1.13682	5.05982	29.26	0.0706149	1.16206	5.06071	0.0680571	0.0781563	0.168821	0.214785	2.22685	5.65418
L	11477010462450000	29.2701	0.356002	0.999371	5.08681	29.3093	0.341897	1.00598	5.11167	0.0679987	0.0780593	0.168605	0.214513	0.251638	5.65418
R	11477010462500000	29.3166	0.610984	0.861619	5.10989	29.3522	0.601358	0.860632	5.14073	0.0679356	0.077961	0.168389	0.214244	0.251638	0.707318
L	11477010462550000	29.3563	0.867027	0.723698	5.12908	29.418	0.803086	0.775849	5.09992	0.0679203	0.0779284	0.168195	0.213976	3.11394	0.707318
R	11477010462600000	29.389	1.12393	0.585743	5.14439	29.438	1.07176	0.5865	5.13366	0.0678788	0.0778737	0.167981	0.213704	3.11394	3.0356
L	11477010462650000	29.4149	1.38152	0.447888	5.15584	29.4806	1.34783	0.458397	5.17446	0.0678734	0.0777933	0.167768	0.213435	0.929656	3.0356
R	11477010462700000	29.4338	1.63957	0.310266	5.16347	29.5144	1.60939	0.328604	5.1916	0.0679087	0.0777096	0.167558	0.213169	0.929656	2.40046
L	11477010462750000	29.4459	1.89792	0.173006	5.1673	29.5126	1.86897	0.163308	5.1954	0.0679056	0.0776251	0.167347	0.212904	0.37332	2.40046
R	11477010462800000	29.4512	2.15637	0.0362376	5.16738	29.5052	2.12782	-0.0271063	5.19409	0.0678741	0.0775405	0.167167	0.21264	0.37332	2.2133
L	11477010462850000	29.4496	2.41474	-0.0999139	5.16374	29.4873	2.43812	-0.212633	5.24772	0.0678151	0.0774519	0.167052	0.212415	2.1897	2.2133
R	11477010462900000	29.4412	2.67283	-0.235325	5.15644	29.4688	2.6981	-0.376582	5.23558	0.0677442	0.0773651	0.166992	0.212185	2.1897	0.351615
L	11477010462950000	29.426	2.93047	-0.369875	5.14552	29.4876	3.00519	-0.484839	5.28751	0.0677294	0.0773586	0.166883	0.212039	5.44853	0.351615
R	11477010463000000	29.4042	3.18747	-0.503448	5.13105	29.4535	3.2698	-0.6247	5.2717	0.0676897	0.0773714	0.166784	0.211891	5.44853	3.39577
L	11477010463050000	29.3757	3.44367	-0.635928	5.11309	29.443	3.49841	-0.727931	5.21828	0.0676889	0.0773233	0.16664	0.211692	1.71494	3.39577
R	11477010463100000	29.3406	3.69889	-0.767205	5.09171	29.3956	3.75898	-0.877402	5.19463	0.0676604	0.0772853	0.166524	0.211491	1.71494	1.14239
L	11477010463150000	29.299	3.95295	-0.897172	5.06698	29.3334	3.95629	-1.02568	5.09105	0.0675983	0.0771898	0.16644	0.211233	4.02233	1.14239
R	11477010463200000	29.2509	4.2057	-1.02573	5.03897	29.3127	4.2111	-1.09557	5.07395	0.0675845	0.0770949	0.166271	0.210979	4.02233	2.90427
L	11477010463250000	29.1964	4.45697	-1.15277	5.00776	29.225	4.43231	-1.26695	4.99582	0.0675161	0.0770096	0.166163	0.21072	2.66088	2.90427
R	11477010463300000	29.1356	4.7066	-1.2782	4.97344	29.1524	4.68058	-1.40658	4.95712	0.0674383	0.0769257	0.16608	0.210462	2.66088	0.793845
L	11477010463350000	29.0686	4.95444	-1.40194	4.93609	29.0625	4.94823	-1.5711	4.93566	0.0673563	0.076832	0.166088	0.210204	0.700764	0.793845
R	11477010463400000	28.9954	5.20034	-1.52389	4.8958	28.9957	5.19421	-1.65046	4.90112	0.0672739	0.0767386	0.166003	0.209947	0.700764	2.78541
L	11477010463450000	28.9162	5.44416	-1.64397	4.85267	28.9561	5.42208	-1.71467	4.85065	0.0672206	0.0766528	0.165837	0.209691	3.53747	2.78541
R	11477010463500000	28.831	5.68575	-1.7621	4.80678	28.8533	5.6756	-1.86829	4.81288	0.0671478	0.0765611	0.165718	0.209436	3.53747	6.59766
L	11477010463550000	28.7399	5.92498	-1.87822	4.75823	28.7586	5.9231	-1.99527	4.77173	0.0670726	0.0764682	0.165617	0.209183	0.0705314	6.59766
R	11477010463600000	28.6431	6.16173	-1.99225	4.70713	28.6356	6.1654	-2.16002	4.71389	0.0669923	0.0763757	0.165622	0.20893	0.0705314	3.42632
L	11477010463650000	28.5407	6.39585	-2.10412	4.65358	28.5292	6.38974	-2.27834	4.64359	0.0669137	0.076284	0.165644	0.208678	0.105203	3.42632
R	11477010463700000	28.4327	6.62724	-2.21379	4.59767	28.4569	6.63567	-2.3349	4.61751	0.0668437	0.0761932	0.165551	0.208428	0.105203	11.9191
L	11477010463750000	28.3192	6.85578	-2.32119	4.53952	28.3593	6.83079	-2.41985	4.52047	0.0667922	0.0761114	0.165422	0.20818	1.57537	11.9191
R	11477010463800000	28.2005	7.08135	-2.42628	4.47922	28.2398	7.05052	-2.50921	4.4569	0.0667397	0.0760351	0.165274	0.207933	1.57537	2.5374
L	11477010463850000	28.0765	7.30386	-2.529	4.41689	28.1096	7.33913	-2.63618	4.47347	0.0666795	0.0759637	0.165159	0.207703	3.9043	2.5374
R	11477010463900000	27.9475	7.52321	-2.62933	4.35263	27.9753	7.56724	-2.74772	4.41326	0.0666137	0.0759035	0.165063	0.207476	3.9043	0.964251
