sensor_type	dt	px	py	vx	vy	estimate_x	estimate_y	estimate_vx	estimate_vy	rmse_x	rmse_y	rmse_vx	rmse_vy	NIS_lidar	NIS_radar
R	1477010459350000	-14.7754	-9.22939	-4.73658	-1.34573	-14.5996	-9.24043	-4.59425	-1.55875	0.083244	0.0918959	0.229787	0.197687	0.179265	0.229879
L	1477010459400000	-15.013	-9.29397	-4.76161	-1.23603	-14.8833	-9.24229	-4.68358	-1.33519	0.0834243	0.0918004	0.229478	0.197462	4.24393	0.229879
R	1477010459450000	-15.2517	-9.35302	-4.78436	-1.125	-15.1357	-9.32033	-4.73094	-1.25702	0.0835422	0.0916788	0.229149	0.197296	4.24393	4.25902
L	1477010459500000	-15.4916	-9.40649	-4.80476	-1.01269	-15.4105	-9.40703	-4.79973	-1.18896	0.0835349	0.0915403	0.228803	0.197236	4.7156	4.25902
R	1477010459550000	-15.7324	-9.45431	-4.82275	-0.899159	-15.6504	-9.449	-4.7986	-1.05624	0.0835303	0.0914028	0.228462	0.197128	4.7156	2.24347
L	1477010459600000	-15.9741	-9.49642	-4.83827	-0.784484	-15.9168	-9.51165	-4.84928	-0.969772	0.0834638	0.0912692	0.228119	0.197093	1.85238	2.24347
R	1477010459650000	-16.2164	-9.53277	-4.85124	-0.668734	-16.1639	-9.53421	-4.85745	-0.824881	0.0833882	0.0911325	0.227778	0.196983	1.85238	2.7588
L	1477010459700000	-16.4594	-9.5633	-4.8616	-0.55198	-16.4202	-9.52482	-4.88421	-0.644202	0.0832912	0.0910207	0.227441	0.196754	1.39383	2.7588
R	1477010459750000	-16.7027	-9.58797	-4.8693	-0.434301	-16.6383	-9.53457	-4.85093	-0.512106	0.0832415	0.0909318	0.227105	0.196506	1.39383	5.50183
L	1477010459800000	-16.9464	-9.60673	-4.87427	-0.315773	-16.9236	-9.51594	-4.90367	-0.324812	0.0831273	0.0909314	0.226773	0.196215	2.4408	5.50183
R	1477010459850000	-17.1903	-9.61954	-4.87646	-0.196479	-17.1752	-9.56662	-4.93084	-0.281812	0.0830083	0.0908424	0.226457	0.19598	2.4408	7.02561
L	1477010459900000	-17.4342	-9.62636	-4.87583	-0.0765024	-17.4408	-9.57136	-4.95632	-0.158622	0.0828865	0.0907575	0.226165	0.195741	0.568205	7.02561
R	1477010459950000	-17.6781	-9.62717	-4.87232	0.0440703	-17.6959	-9.56837	-4.95397	-0.0280022	0.0827702	0.09068	0.225875	0.195492	0.568205	1.85958
L	1477010460000000	-17.9216	-9.62194	-4.86588	0.165151	-17.9545	-9.53127	-4.9601	0.141637	0.0826679	0.0906799	0.225602	0.19521	0.716462	1.85958
R	1477010460050000	-18.1648	-9.61064	-4.85648	0.286648	-18.1969	-9.50389	-4.93124	0.288781	0.0825652	0.0907311	0.225308	0.194924	0.716462	1.06835
L	1477010460100000	-18.4074	-9.59325	-4.84408	0.40847	-18.4128	-9.5235	-4.89637	0.329868	0.0824453	0.0906769	0.224997	0.194686	1.48632	1.06835
R	1477010460150000	-18.6493	-9.56977	-4.82864	0.530522	-18.6494	-9.50793	-4.88852	0.423303	0.0823253	0.0906064	0.224693	0.194489	1.48632	1.59442
L	1477010460200000	-18.8904	-9.54017	-4.81012	0.652707	-18.9012	-9.48913	-4.88757	0.524405	0.082208	0.0905167	0.224406	0.194329	0.181429	1.59442
R	1477010460250000	-19.1305	-9.50447	-4.78851	0.774927	-19.1319	-9.45103	-4.8663	0.636654	0.0820891	0.0904315	0.22412	0.194191	0.181429	4.03831
L	1477010460300000	-19.3694	-9.46265	-4.76378	0.897083	-19.3757	-9.34265	-4.83693	0.861746	0.0819715	0.0905305	0.223831	0.19392	3.71019	4.03831
R	1477010460350000	-19.6069	-9.41472	-4.73591	1.01907	-19.6087	-9.27603	-4.78557	1.01327	0.0818537	0.0907055	0.223525	0.193641	3.71019	1.48448
L	1477010460400000	-19.8431	-9.36071	-4.70487	1.1408	-19.8601	-9.15922	-4.75754	1.22981	0.0817414	0.0912153	0.223223	0.193423	2.25494	1.48448
R	1477010460450000	-20.0775	-9.30061	-4.67066	1.26215	-20.0945	-9.06754	-4.71201	1.38955	0.0816297	0.091933	0.222915	0.193266	2.25494	5.45016
L	1477010460500000	-20.3102	-9.23446	-4.63328	1.38303	-20.2857	-9.14552	-4.66921	1.2555	0.0815238	0.0919246	0.222605	0.193111	12.9947	5.45016
R	1477010460550000	-20.5409	-9.16227	-4.59271	1.50334	-20.525	-9.09631	-4.65648	1.3335	0.0814124	0.0918612	0.222315	0.193048	12.9947	1.4628
L	1477010460600000	-20.7696	-9.08409	-4.54895	1.62296	-20.7464	-9.00303	-4.60797	1.47263	0.0813063	0.0918324	0.222022	0.192941	0.811366	1.4628
R	1477010460650000	-20.9959	-8.99994	-4.50202	1.74179	-20.9877	-8.92254	-4.58016	1.58932	0.0811926	0.0917948	0.221747	0.192838	0.811366	2.39196
L	1477010460700000	-21.2198	-8.90987	-4.45191	1.85972	-21.1876	-8.84833	-4.51362	1.67504	0.0810962	0.0917236	0.221458	0.192816	1.46573	2.39196
R	1477010460750000	-21.4412	-8.81393	-4.39865	1.97666	-21.4209	-8.76008	-4.47507	1.78702	0.0809893	0.0916392	0.221184	0.192807	1.46573	1.86417
L	1477010460800000	-21.6597	-8.71217	-4.34224	2.0925	-21.6186	-8.72053	-4.41932	1.80318	0.0809051	0.0915118	0.220912	0.193145	2.09412	1.86417
R	1477010460850000	-21.8754	-8.60465	-4.2827	2.20712	-21.8145	-8.58694	-4.30413	1.97833	0.0808561	0.0913887	0.220606	0.193253	2.09412	7.06066
L	1477010460900000	-22.0881	-8.49143	-4.22007	2.32043	-22.0196	-8.50702	-4.25306	2.04435	0.0808243	0.0912651	0.220306	0.193533	0.330157	7.06066
R	1477010460950000	-22.2975	-8.37258	-4.15437	2.43232	-22.2287	-8.39507	-4.20827	2.14879	0.0807933	0.0911459	0.220018	0.193841	0.330157	1.83251
L	1477010461000000	-22.5035	-8.24817	-4.08564	2.5427	-22.4567	-8.2983	-4.18286	2.22916	0.0807189	0.0910578	0.219772	0.194275	0.989754	1.83251
R	1477010461050000	-22.7061	-8.11829	-4.01391	2.65145	-22.6506	-8.18014	-4.10207	2.33456	0.08066	0.09099	0.219517	0.19472	0.989754	1.15475
L	1477010461100000	-22.9049	-7.98301	-3.93923	2.75848	-22.8797	-7.96671	-4.04244	2.57602	0.0805597	0.0908687	0.219282	0.194687	5.70707	1.15475
R	1477010461150000	-23.1	-7.84243	-3.86163	2.8637	-23.0722	-7.82477	-3.93086	2.70529	0.0804621	0.0907485	0.21901	0.194597	5.70707	4.41468
L	1477010461200000	-23.2911	-7.69663	-3.78118	2.967	-23.2981	-7.65528	-3.88466	2.85607	0.0803527	0.0906499	0.218777	0.194417	2.16568	4.41468
R	1477010461250000	-23.4781	-7.54572	-3.69792	3.06828	-23.4942	-7.51157	-3.83156	2.94426	0.0802472	0.0905436	0.21859	0.194259	2.16568	1.21219
L	1477010461300000	-23.6609	-7.3898	-3.61191	3.16746	-23.664	-7.36355	-3.73439	3.03355	0.080138	0.0904305	0.218385	0.19412	0.783329	1.21219
R	1477010461350000	-23.8393	-7.22897	-3.52321	3.26445	-23.8523	-7.20451	-3.66225	3.13294	0.0800319	0.0903166	0.218209	0.193977	0.783329	0.818525
L	1477010461400000	-24.0132	-7.06336	-3.43189	3.35916	-24.0179	-7.09673	-3.58522	3.14697	0.0799238	0.0902109	0.218059	0.194029	1.92007	0.818525
R	1477010461450000	-24.1825	-6.89307	-3.33801	3.45149	-24.1861	-6.91857	-3.47528	3.26557	0.0798159	0.0900986	0.217881	0.194008	1.92007	2.23857
L	1477010461500000	-24.347	-6.71823	-3.24166	3.54138	-24.3465	-6.68078	-3.34753	3.45376	0.0797083	0.0899981	0.217657	0.193799	3.86806	2.23857
R	1477010461550000	-24.5066	-6.53896	-3.14289	3.62873	-24.5139	-6.50666	-3.23857	3.54754	0.079602	0.0898927	0.217421	0.193585	3.86806	3.75083
L	1477010461600000	-24.6612	-6.35538	-3.0418	3.71347	-24.6207	-6.35486	-3.09309	3.58454	0.0795229	0.0897721	0.217145	0.19344	5.70772	3.75083
R	1477010461650000	-24.8107	-6.16764	-2.93846	3.79553	-24.7611	-6.16556	-2.97108	3.67745	0.079458	0.089652	0.216861	0.193278	5.70772	0.577372
L	1477010461700000	-24.955	-5.97587	-2.83295	3.87484	-24.9408	-5.96495	-2.90617	3.78115	0.0793554	0.0895342	0.216605	0.193081	2.30228	0.577372
R	1477010461750000	-25.094	-5.7802	-2.72537	3.95132	-25.0705	-5.76175	-2.78016	3.87302	0.079259	0.0894201	0.216335	0.192866	2.30228	2.05582
L	1477010461800000	-25.2276	-5.58079	-2.61581	4.02492	-25.2048	-5.58363	-2.68038	3.92256	0.0791625	0.0893016	0.216074	0.192682	0.212844	2.05582
R	1477010461850000	-25.3556	-5.37777	-2.50435	4.09557	-25.3531	-5.39541	-2.61574	3.97702	0.0790578	0.089188	0.215864	0.192524	0.212844	0.916831
L	1477010461900000	-25.4779	-5.1713	-2.39109	4.16322	-25.494	-5.1743	-2.51783	4.0736	0.0789577	0.0890704	0.215677	0.192325	0.604681	0.916831
R	1477010461950000	-25.5946	-4.96152	-2.27613	4.22781	-25.6222	-4.99179	-2.45067	4.10088	0.0788664	0.0889667	0.215579	0.192182	0.604681	6.41696
L	1477010462000000	-25.7055	-4.7486	-2.15956	4.2893	-25.7353	-4.81047	-2.34677	4.12804	0.0787776	0.0889063	0.215509	0.192107	0.539585	6.41696
R	1477010462050000	-25.8105	-4.53268	-2.04149	4.34764	-25.8549	-4.60459	-2.25949	4.18131	0.0787072	0.0888661	0.215516	0.192044	0.539585	0.368351
L	1477010462100000	-25.9096	-4.31392	-1.92202	4.40279	-25.9632	-4.36633	-2.13954	4.27307	0.078652	0.0887904	0.215521	0.191908	0.572641	0.368351
R	1477010462150000	-26.0027	-4.0925	-1.80125	4.45471	-26.0765	-4.14852	-2.00558	4.34007	0.0786398	0.0887208	0.215493	0.191747	0.572641	10.6634
L	1477010462200000	-26.0897	-3.86856	-1.67928	4.50337	-26.1658	-3.87538	-1.85792	4.46024	0.0786334	0.0886062	0.215405	0.19151	2.3394	10.6634
R	1477010462250000	-26.1706	-3.64227	-1.55623	4.54875	-26.2442	-3.64284	-1.68309	4.52529	0.0786208	0.0884913	0.215223	0.191266	2.3394	3.86931
L	1477010462300000	-26.2453	-3.41381	-1.4322	4.59081	-26.2777	-3.37857	-1.47894	4.60741	0.0785364	0.0883951	0.214958	0.19102	5.0672	3.86931
R	1477010462350000	-26.3138	-3.18332	-1.30729	4.62954	-26.3291	-3.13706	-1.29291	4.66109	0.078439	0.0883123	0.214682	0.190781	5.0672	1.25404
L	1477010462400000	-26.376	-2.95098	-1.18162	4.66493	-26.3591	-2.89733	-1.1137	4.69663	0.0783428	0.0882407	0.214434	0.190542	1.79782	1.25404
R	1477010462450000	-26.4319	-2.71697	-1.05529	4.69696	-26.4143	-2.66816	-0.9799	4.72061	0.0782474	0.0881621	0.214192	0.190302	1.79782	1.1926
L	1477010462500000	-26.4815	-2.48143	-0.928411	4.72562	-26.492	-2.49671	-0.913071	4.67511	0.0781491	0.0880527	0.21392	0.190075	5.03274	1.1926
R	1477010462550000	-26.5247	-2.24456	-0.80109	4.75091	-26.5433	-2.26065	-0.799481	4.70199	0.0780549	0.0879441	0.213647	0.189849	5.03274	0.663085
L	1477010462600000	-26.5616	-2.0065	-0.673434	4.77284	-26.5934	-2.0563	-0.69669	4.68788	0.0779721	0.087868	0.213378	0.189655	1.07134	0.663085
R	1477010462650000	-26.5921	-1.76744	-0.545553	4.79141	-26.6216	-1.81901	-0.573431	4.70608	0.0778873	0.0877949	0.213112	0.189463	1.07134	1.90037
L	1477010462700000	-26.6161	-1.52753	-0.417552	4.80664	-26.6205	-1.5721	-0.402472	4.72769	0.0777889	0.0877124	0.212843	0.189265	1.31743	1.90037
R	1477010462750000	-26.6338	-1.28695	-0.289538	4.81852	-26.6203	-1.33823	-0.227115	4.73173	0.0776936	0.0876394	0.212597	0.189076	1.31743	1.97711
L	1477010462800000	-26.6451	-1.04586	-0.161616	4.8271	-26.6242	-1.10996	-0.0889878	4.72531	0.0776028	0.0875881	0.212361	0.188907	0.0909406	1.97711
R	1477010462850000	-26.65	-0.804425	-0.0338883	4.83238	-26.6502	-0.882012	0.0080282	4.72252	0.0775053	0.0875644	0.212104	0.18875	0.0909406	4.91224
L	1477010462900000	-26.6485	-0.562811	0.0935412	4.83439	-26.6593	-0.635938	0.127593	4.7357	0.07741	0.0875312	0.211845	0.188578	0.392543	4.91224
R	1477010462950000	-26.6406	-0.321181	0.220572	4.83317	-26.6483	-0.393611	0.285813	4.73776	0.0773141	0.0874967	0.211605	0.188403	0.392543	2.34929
L	1477010463000000	-26.6264	-0.0796947	0.347104	4.82874	-26.6041	-0.112018	0.472895	4.77286	0.0772257	0.0874024	0.211435	0.188188	2.82237	2.34929
R	1477010463050000	-26.6059	0.161489	0.473041	4.82116	-26.584	0.127288	0.61292	4.76093	0.0771374	0.0873103	0.211287	0.187978	2.82237	1.76961
L	1477010463100000	-26.5792	0.402213	0.598287	4.81045	-26.5596	0.407561	0.751065	4.79441	0.0770479	0.0872023	0.211161	0.187746	1.7684	1.76961
R	1477010463150000	-26.5462	0.642323	0.722748	4.79667	-26.5426	0.643136	0.836802	4.77417	0.0769526	0.0870944	0.210976	0.187517	1.7684	1.57141
L	1477010463200000	-26.5069	0.881666	0.846334	4.77986	-26.5312	0.917013	0.934061	4.80149	0.076867	0.0870045	0.210761	0.187289	3.18986	1.57141
R	1477010463250000	-26.4616	1.12009	0.968955	4.76007	-26.4895	1.16646	1.02153	4.78921	0.0767848	0.0869278	0.210517	0.187063	3.18986	7.79076
L	1477010463300000	-26.4101	1.35745	1.09053	4.73737	-26.4297	1.40868	1.15992	4.76218	0.0766965	0.086858	0.210287	0.186837	0.0606389	7.79076
R	1477010463350000	-26.3526	1.59361	1.21096	4.71181	-26.3894	1.62813	1.23212	4.71546	0.0766242	0.0867684	0.210031	0.186608	0.0606389	8.70577
L	1477010463400000	-26.2891	1.82841	1.33018	4.68345	-26.3301	1.84865	1.34649	4.6656	0.0765573	0.086668	0.209776	0.186382	0.217626	8.70577
R	1477010463450000	-26.2197	2.06173	1.44811	4.65235	-26.2643	2.07914	1.46056	4.62771	0.0764957	0.0865665	0.209521	0.186159	0.217626	0.166459
L	1477010463500000	-26.1444	2.29342	1.56467	4.61859	-26.1978	2.28382	1.56406	4.5598	0.076448	0.0864624	0.209266	0.185955	0.692652	0.166459
R	1477010463550000	-26.0633	2.52336	1.67979	4.58223	-26.1337	2.50988	1.63226	4.52399	0.076434	0.08636	0.209025	0.185751	0.692652	1.59169
L	1477010463600000	-25.9765	2.75141	1.79339	4.54334	-26.0512	2.74964	1.74808	4.49891	0.0764299	0.0862554	0.208784	0.185539	0.192283	1.59169
R	1477010463650000	-25.8841	2.97746	1.90543	4.502	-25.9615	2.97384	1.88222	4.45087	0.0764323	0.0861514	0.208534	0.185332	0.192283	2.20452
L	1477010463700000	-25.7861	3.20139	2.01582	4.45828	-25.8593	3.24133	2.01274	4.45482	0.0764248	0.0860698	0.208283	0.185108	1.82022	2.20452
R	1477010463750000	-25.6826	3.42306	2.12452	4.41227	-25.7771	3.46795	2.09382	4.416	0.0764734	0.0859945	0.208038	0.184886	1.82022	2.3536
L	1477010463800000	-25.5737	3.64239	2.23146	4.36404	-25.6694	3.67659	2.2046	4.34779	0.0765252	0.0859077	0.207793	0.184666	0.09674	2.3536
R	1477010463850000	-25.4596	3.85924	2.3366	4.31367	-25.5547	3.88553	2.31552	4.28087	0.076575	0.0858145	0.207546	0.184452	0.09674	1.01792
L	1477010463900000	-25.3402	4.07353	2.43989	4.26125	-25.4829	4.07647	2.35851	4.21027	0.0768004	0.0857121	0.207337	0.184248	4.04136	1.01792
R	1477010463950000	-25.2157	4.28514	2.54127	4.20686	-25.3611	4.28051	2.46256	4.14333	0.0770359	0.0856103	0.207125	0.184055	4.04136	0.558502
L	1477010464000000	-25.0863	4.49399	2.64071	4.15058	-25.2036	4.49569	2.60991	4.08016	0.0771568	0.0855086	0.206885	0.183868	1.79299	0.558502
R	1477010464050000	-24.9518	4.69998	2.73817	4.09251	-25.0532	4.69163	2.71328	4.00251	0.077223	0.0854082	0.206643	0.183703	1.79299	8.96801
L	1477010464100000	-24.8126	4.90303	2.83361	4.03273	-24.9329	4.88834	2.79006	3.93731	0.0773531	0.0853102	0.206409	0.183544	0.558221	8.96801
R	1477010464150000	-24.6686	5.10304	2.92701	3.97132	-24.7784	5.07979	2.89784	3.85801	0.0774454	0.085217	0.206171	0.18341	0.558221	2.22723
L	1477010464200000	-24.5201	5.29995	3.01833	3.90839	-24.6121	5.2886	3.02151	3.79892	0.0774828	0.0851185	0.205928	0.183271	0.844108	2.22723
R	1477010464250000	-24.367	5.49367	3.10754	3.84401	-24.444	5.4699	3.15338	3.70148	0.0774816	0.0850263	0.205698	0.183186	0.844108	0.792827
L	1477010464300000	-24.2095	5.68414	3.19464	3.77827	-24.2597	5.64522	3.27804	3.59868	0.0774289	0.0849476	0.205497	0.183178	1.13593	0.792827
R	1477010464350000	-24.0477	5.8713	3.27959	3.71127	-24.0945	5.81189	3.38239	3.49351	0.0773714	0.0848969	0.205317	0.183266	1.13593	3.33155
L	1477010464400000	-23.8818	6.05508	3.36239	3.64309	-23.9223	5.9758	3.47329	3.39146	0.077306	0.0848842	0.205147	0.183455	0.0601248	3.33155
R	1477010464450000	-23.7117	6.23542	3.44302	3.57383	-23.7722	6.15575	3.48478	3.34064	0.0772711	0.0848724	0.204918	0.183586	0.0601248	4.68423
L	1477010464500000	-23.5377	6.41227	3.52148	3.50357	-23.6035	6.31392	3.55785	3.24562	0.0772466	0.0849062	0.204688	0.183794	0.129074	4.68423
R	1477010464550000	-23.3598	6.58559	3.59775	3.4324	-23.4516	6.48471	3.58136	3.18825	0.0772836	0.0849466	0.204453	0.183956	0.129074	2.32014
L	1477010464600000	-23.1781	6.75533	3.67185	3.36041	-23.2312	6.69075	3.71334	3.14978	0.0772365	0.0849052	0.204226	0.184022	4.23853	2.32014
R	1477010464650000	-22.9928	6.92146	3.74376	3.28768	-23.0367	6.83292	3.78085	3.04331	0.0771762	0.0849138	0.203998	0.184184	4.23853	5.63236
L	1477010464700000	-22.804	7.08393	3.8135	3.21431	-22.824	7.00123	3.88313	2.96681	0.0770934	0.0849088	0.203791	0.184355	1.03508	5.63236
R	1477010464750000	-22.6117	7.24273	3.88106	3.14038	-22.6152	7.13785	3.97299	2.85131	0.0770052	0.0849599	0.203605	0.184663	1.03508	1.26206
L	1477010464800000	-22.4161	7.39782	3.94647	3.06598	-22.428	7.28507	4.02693	2.76786	0.0769191	0.0850339	0.203408	0.185002	0.383268	1.26206
R	1477010464850000	-22.2173	7.54917	4.00974	2.99118	-22.2044	7.41521	4.14735	2.63881	0.0768337	0.0851776	0.203282	0.185556	0.383268	2.30672
L	1477010464900000	-22.0154	7.69679	4.07087	2.91607	-22.0226	7.57497	4.1838	2.58791	0.0767469	0.085279	0.203122	0.186005	2.3236	2.30672
R	1477010464950000	-21.8105	7.84064	4.12989	2.84074	-21.8373	7.73262	4.18879	2.55175	0.0766704	0.0853375	0.202911	0.186304	2.3236	6.37048
L	1477010465000000	-21.6026	7.98072	4.18681	2.76526	-21.6285	7.87546	4.24748	2.47815	0.0765933	0.085388	0.202701	0.186594	0.253416	6.37048
R	1477010465050000	-21.392	8.11703	4.24166	2.68971	-21.4377	8.00569	4.26229	2.40639	0.0765374	0.0854556	0.202474	0.186869	0.253416	2.07241
L	1477010465100000	-21.1787	8.24957	4.29447	2.61417	-21.2074	8.06137	4.32793	2.21211	0.0764631	0.0858261	0.202252	0.187633	3.71439	2.07241
R	1477010465150000	-20.9628	8.37833	4.34526	2.53871	-21.0143	8.20255	4.30906	2.18723	0.0764159	0.0861344	0.202031	0.188163	3.71439	7.90411
L	1477010465200000	-20.7444	8.50333	4.39406	2.46341	-20.8313	8.34988	4.32199	2.15953	0.0764409	0.0863445	0.201833	0.188502	3.91734	7.90411
R	1477010465250000	-20.5237	8.62457	4.4409	2.38835	-20.5961	8.46051	4.39872	2.06169	0.0764321	0.0865968	0.201616	0.188925	3.91734	3.77689
L	1477010465300000	-20.3006	8.74206	4.48582	2.31358	-20.3491	8.59224	4.47678	2.00191	0.076381	0.0867896	0.201391	0.189289	1.57225	3.77689
R	1477010465350000	-20.0753	8.85583	4.52884	2.23919	-20.1507	8.71222	4.45437	1.9652	0.0763788	0.0869578	0.201197	0.18952	1.57225	3.44781
L	1477010465400000	-19.848	8.96589	4.57001	2.16524	-19.9457	8.81877	4.47367	1.89326	0.0764329	0.087138	0.201024	0.189743	0.838566	3.44781
R	1477010465450000	-19.6186	9.07227	4.60937	2.09179	-19.7469	8.92959	4.44843	1.85517	0.0765872	0.0873006	0.200944	0.18986	0.838566	3.32216
L	1477010465500000	-19.3873	9.17499	4.64694	2.01891	-19.5193	9.00904	4.48801	1.74978	0.0767543	0.0875532	0.200861	0.190073	0.156404	3.32216
R	1477010465550000	-19.1542	9.27409	4.68278	1.94666	-19.2858	9.1111	4.52874	1.68617	0.0769188	0.0877916	0.200769	0.190257	0.156404	4.48382
L	1477010465600000	-18.9193	9.36959	4.71692	1.8751	-19.0033	9.20108	4.62543	1.5943	0.0769351	0.0880514	0.200593	0.190504	5.48309	4.48382
R	1477010465650000	-18.6827	9.46154	4.7494	1.80429	-18.7885	9.28296	4.62982	1.51856	0.0770106	0.0883528	0.200451	0.190766	5.48309	1.87974
L	1477010465700000	-18.4446	9.54996	4.78028	1.73429	-18.5345	9.38452	4.68704	1.46474	0.0770412	0.0885958	0.200278	0.190975	1.06587	1.87974
R	1477010465750000	-18.2049	9.63492	4.80959	1.66514	-18.2754	9.42313	4.76143	1.30163	0.0770274	0.0890526	0.200071	0.191524	1.06587	4.52987
L	1477010465800000	-17.9639	9.71643	4.83737	1.59691	-17.9921	9.54539	4.84628	1.28556	0.0769544	0.0893142	0.199853	0.191868	4.46069	4.52987
R	1477010465850000	-17.7214	9.79457	4.86368	1.52964	-17.7511	9.62497	4.84581	1.23671	0.0768829	0.0895679	0.199636	0.192146	4.46069	3.48783
L	1477010465900000	-17.4777	9.86936	4.88856	1.46338	-17.4788	9.73261	4.90829	1.21301	0.0767991	0.0896977	0.199421	0.192292	2.28732	3.48783
R	1477010465950000	-17.2328	9.94087	4.91205	1.39818	-17.2364	9.80274	4.92384	1.14432	0.0767157	0.0898314	0.199204	0.192447	2.28732	0.698787
L	1477010466000000	-16.9868	10.0091	4.93421	1.33408	-16.9665	9.9245	4.97848	1.1551	0.0766383	0.0898204	0.198999	0.192419	3.17409	0.698787
R	1477010466050000	-16.7396	10.0743	4.95507	1.27113	-16.7175	9.9856	4.9931	1.08101	0.0765622	0.089818	0.198791	0.192414	3.17409	0.180502
L	1477010466100000	-16.4915	10.1362	4.97469	1.20937	-16.4666	10.0964	5.01876	1.08784	0.0764882	0.08974	0.198587	0.192289	2.67156	0.180502
R	1477010466150000	-16.2424	10.1952	4.99311	1.14883	-16.216	10.1593	5.03592	1.0219	0.0764156	0.0896588	0.198383	0.192172	2.67156	0.729549
L	1477010466200000	-15.9924	10.2511	5.01039	1.08956	-15.971	10.2017	5.04315	0.929621	0.0763398	0.0895916	0.198175	0.192109	0.0838473	0.729549
R	1477010466250000	-15.7416	10.3041	5.02655	1.03159	-15.7267	10.2609	5.03744	0.882672	0.0762609	0.0895178	0.197963	0.192027	0.0838473
