sensor_type	dt	px	py	vx	vy	estimate_x	estimate_y	estimate_vx	estimate_vy	rmse_x	rmse_y	rmse_vx	rmse_vy	NIS_lidar	NIS_radar
R	1477010451350000	9.59422	21.0028	-4.84262	-0.785189	9.59479	20.9101	-4.72449	-0.889853	0.0691066	0.0937409	0.14519	0.207028	1.70212	2.68122
L	1477010451400000	9.35258	20.9607	-4.82714	-0.899977	9.39338	20.8588	-4.65833	-1.012	0.0689733	0.0937909	0.145341	0.206594	1.17682	2.68122
R	1477010451450000	9.11177	20.9128	-4.80919	-1.01362	9.16965	20.8181	-4.62393	-1.11104	0.0689133	0.0937968	0.145608	0.206121	1.17682	1.56726
L	1477010451500000	8.87192	20.8594	-4.78881	-1.12605	8.89139	20.7779	-4.65687	-1.21193	0.0687276	0.0937295	0.145532	0.205622	2.09526	1.56726
R	1477010451550000	8.63315	20.8003	-4.76608	-1.2372	8.67268	20.7022	-4.60354	-1.34511	0.0685938	0.0937556	0.145637	0.205189	2.09526	4.37599
L	1477010451600000	8.39557	20.7358	-4.74108	-1.34701	8.40535	20.6153	-4.60623	-1.4925	0.0683993	0.0939314	0.145577	0.204894	2.6567	4.37599
R	1477010451650000	8.1593	20.6657	-4.71387	-1.45542	8.17742	20.5364	-4.56436	-1.61438	0.0682163	0.0941725	0.1456	0.204659	2.6567	0.0407121
L	1477010451700000	7.92445	20.5903	-4.68453	-1.56237	7.9377	20.4546	-4.53695	-1.73122	0.0680285	0.0944615	0.145611	0.204472	0.148522	0.0407121
R	1477010451750000	7.69111	20.5096	-4.65313	-1.66781	7.72008	20.3712	-4.48753	-1.85302	0.0678701	0.094769	0.145732	0.204368	0.148522	3.37455
L	1477010451800000	7.45939	20.4237	-4.61975	-1.7717	7.42942	20.3059	-4.53307	-1.93327	0.0677156	0.0949144	0.145466	0.204152	3.95173	3.37455
R	1477010451850000	7.22939	20.3326	-4.58448	-1.87399	7.20268	20.2076	-4.48288	-2.03851	0.0675548	0.0951096	0.145257	0.20395	3.95173	0.287616
L	1477010451900000	7.00119	20.2364	-4.54738	-1.97462	6.94355	20.1223	-4.48329	-2.12616	0.0675034	0.0952258	0.144929	0.203695	1.1711	0.287616
R	1477010451950000	6.7749	20.1352	-4.50854	-2.07357	6.72421	20.0277	-4.42844	-2.20446	0.0674216	0.0952983	0.14465	0.203363	1.1711	0.657597
L	1477010452000000	6.55059	20.0292	-4.46805	-2.17079	6.47698	19.935	-4.41579	-2.28529	0.0674573	0.095292	0.144302	0.202979	0.794502	0.657597
R	1477010452050000	6.32834	19.9183	-4.42598	-2.26625	6.26479	19.8395	-4.35831	-2.35538	0.0674365	0.095209	0.143992	0.202528	0.794502	2.95744
L	1477010452100000	6.10823	19.8027	-4.38241	-2.35993	6.00538	19.744	-4.36583	-2.42515	0.0676804	0.0950478	0.143603	0.202031	1.62838	2.95744
R	1477010452150000	5.89034	19.6824	-4.33744	-2.45178	5.78095	19.6023	-4.31268	-2.56804	0.0679762	0.094973	0.143224	0.201664	1.62838	1.67903
L	1477010452200000	5.67472	19.5577	-4.29114	-2.5418	5.58917	19.4834	-4.22713	-2.65238	0.0680834	0.0948731	0.142914	0.201282	0.986169	1.67903
R	1477010452250000	5.46145	19.4284	-4.24359	-2.62995	5.38833	19.3362	-4.14634	-2.77101	0.0681115	0.0948594	0.142708	0.201007	0.986169	1.52968
L	1477010452300000	5.25059	19.2948	-4.19488	-2.71622	5.17117	19.2342	-4.11117	-2.81655	0.0681769	0.0947095	0.142457	0.200603	2.23347	1.52968
R	1477010452350000	5.04219	19.157	-4.1451	-2.80059	4.98131	19.1183	-4.0343	-2.85267	0.0681401	0.0944994	0.142308	0.200105	2.23347	4.86235
L	1477010452400000	4.8363	19.015	-4.09432	-2.88305	4.8047	18.9708	-3.93586	-2.94764	0.0679985	0.0943037	0.142398	0.19963	0.429261	4.86235
R	1477010452450000	4.63297	18.8689	-4.04263	-2.96359	4.59949	18.8221	-3.88162	-3.04599	0.0678628	0.0941164	0.142502	0.199194	0.429261	1.47998
L	1477010452500000	4.43224	18.7188	-3.99012	-3.0422	4.41467	18.6912	-3.81038	-3.10383	0.0676968	0.093891	0.142722	0.198722	1.20188	1.47998
R	1477010452550000	4.23416	18.5648	-3.93685	-3.11888	4.23341	18.5465	-3.73103	-3.15283	0.0675203	0.0936555	0.143123	0.198219	1.20188	1.55672
L	1477010452600000	4.03876	18.4071	-3.88293	-3.19362	4.09237	18.3939	-3.60311	-3.22643	0.0674557	0.0934174	0.144166	0.197718	1.98396	1.55672
R	1477010452650000	3.84606	18.2457	-3.82841	-3.26644	3.90601	18.227	-3.5421	-3.35308	0.0674191	0.093186	0.145256	0.197306	1.98396	7.12669
L	1477010452700000	3.65611	18.0807	-3.77339	-3.33732	3.66714	18.0831	-3.56128	-3.40262	0.0672507	0.0929469	0.145677	0.196855	2.92015	7.12669
R	1477010452750000	3.46891	17.9122	-3.71795	-3.40627	3.50478	17.9289	-3.47047	-3.43559	0.0671278	0.0927172	0.146376	0.196364	2.92015	3.45679
L	1477010452800000	3.28449	17.7402	-3.66215	-3.47331	3.28697	17.7613	-3.45981	-3.50396	0.0669575	0.0924937	0.146714	0.195877	1.49811	3.45679
R	1477010452850000	3.10287	17.565	-3.60609	-3.53844	3.1083	17.5812	-3.39317	-3.60478	0.0667893	0.092267	0.147123	0.195438	1.49811	2.40672
L	1477010452900000	2.92405	17.3866	-3.54982	-3.60167	2.92831	17.4608	-3.35675	-3.59912	0.0666219	0.0921849	0.14739	0.194947	6.56109	2.40672
R	1477010452950000	2.74805	17.2051	-3.49344	-3.66302	2.77733	17.2522	-3.24726	-3.73718	0.0664874	0.0920145	0.148048	0.19453	6.56109	3.11861
L	1477010453000000	2.57486	17.0205	-3.437	-3.72251	2.60206	17.0688	-3.18759	-3.80142	0.0663495	0.0918484	0.148723	0.194125	0.150319	3.11861
R	1477010453050000	2.4045	16.833	-3.38059	-3.78014	2.44384	16.8972	-3.11279	-3.81362	0.066243	0.0917318	0.149547	0.193658	0.150319	1.99134
L	1477010453100000	2.23695	16.6427	-3.32428	-3.83595	2.27803	16.7248	-3.05661	-3.85421	0.0661425	0.0916865	0.150356	0.193185	0.660178	1.99134
R	1477010453150000	2.07221	16.4497	-3.26812	-3.88995	2.11298	16.5268	-2.99369	-3.9	0.0660419	0.0916207	0.151213	0.192712	0.660178	5.18281
L	1477010453200000	1.91027	16.254	-3.21219	-3.94216	1.95426	16.3	-2.91585	-3.99872	0.0659522	0.0914536	0.152257	0.192282	2.16309	5.18281
R	1477010453250000	1.75112	16.0557	-3.15656	-3.99261	1.80526	16.1197	-2.84861	-4.0089	0.0658999	0.0913404	0.153395	0.191818	2.16309	1.40369
L	1477010453300000	1.59474	15.8549	-3.10129	-4.04132	1.60952	15.9479	-2.86038	-4.02752	0.0657486	0.0913483	0.153937	0.191356	2.58885	1.40369
R	1477010453350000	1.44111	15.6517	-3.04644	-4.08832	1.4772	15.7233	-2.7585	-4.13354	0.0656381	0.0912634	0.154859	0.190922	2.58885	1.52793
L	1477010453400000	1.29021	15.4463	-2.99207	-4.13364	1.30659	15.5071	-2.72424	-4.1973	0.0654906	0.0911418	0.155595	0.190515	1.16215	1.52793
R	1477010453450000	1.14201	15.2386	-2.93825	-4.1773	1.15993	15.312	-2.66696	-4.21934	0.0653462	0.0910654	0.156349	0.190083	1.16215	1.26237
L	1477010453500000	0.996486	15.0288	-2.88503	-4.21933	0.958401	15.0943	-2.69024	-4.27391	0.0652439	0.0909613	0.156553	0.18967	3.56112	1.26237
R	1477010453550000	0.853604	14.8169	-2.83246	-4.25977	0.823912	14.909	-2.62671	-4.25857	0.0651218	0.0909667	0.156822	0.189222	3.56112	2.9927
L	1477010453600000	0.71333	14.603	-2.78061	-4.29864	0.704502	14.6954	-2.53427	-4.30523	0.0649715	0.0909735	0.157361	0.188778	0.0663685	2.9927
R	1477010453650000	0.575628	14.3872	-2.72952	-4.33598	0.589425	14.4596	-2.43185	-4.39165	0.0648264	0.0908954	0.158306	0.188374	0.0663685	1.25673
L	1477010453700000	0.440459	14.1696	-2.67925	-4.37181	0.4189	14.2384	-2.42906	-4.43551	0.0646922	0.0908052	0.158857	0.187986	1.64909	1.25673
R	1477010453750000	0.307779	13.9502	-2.62984	-4.40617	0.296618	13.9934	-2.34071	-4.54048	0.0645467	0.0906424	0.159705	0.187773	1.64909	3.16665
L	1477010453800000	0.177545	13.7292	-2.58135	-4.43909	0.249872	13.7492	-2.14234	-4.60169	0.0645847	0.0904435	0.162099	0.187665	2.80676	3.16665
R	1477010453850000	0.0497099	13.5065	-2.53381	-4.47061	0.145067	13.5093	-2.04643	-4.6757	0.0647593	0.090236	0.165062	0.187748	2.80676	1.31092
L	1477010453900000	-0.0757753	13.2823	-2.48728	-4.50075	-0.0119803	13.2801	-2.04764	-4.71013	0.0647549	0.0900298	0.167342	0.187853	1.86882	1.31092
R	1477010453950000	-0.198962	13.0566	-2.44179	-4.52955	-0.12304	13.0588	-1.98381	-4.71225	0.06481	0.0898251	0.169793	0.187829	1.86882	0.963879
L	1477010454000000	-0.319903	12.8295	-2.39739	-4.55704	-0.157094	12.8331	-1.79887	-4.7336	0.0655841	0.089622	0.174127	0.18778	2.87014	0.963879
R	1477010454050000	-0.438654	12.6011	-2.35412	-4.58326	-0.267775	12.6046	-1.751	-4.73084	0.0664337	0.0894202	0.178387	0.187618	2.87014	3.55005
L	1477010454100000	-0.555273	12.3714	-2.31202	-4.60823	-0.382968	12.3685	-1.71078	-4.76278	0.0672813	0.0892197	0.182484	0.187483	0.513746	3.55005
R	1477010454150000	-0.669818	12.1404	-2.27111	-4.63198	-0.494808	12.1565	-1.6809	-4.74458	0.0681418	0.0890268	0.186298	0.187215	0.513746	4.19126
L	1477010454200000	-0.78235	11.9083	-2.23144	-4.65456	-0.579494	11.9349	-1.60638	-4.755	0.0693221	0.0888464	0.190497	0.186919	0.553321	4.19126
R	1477010454250000	-0.892931	11.6751	-2.19304	-4.67598	-0.691326	11.7058	-1.58264	-4.75791	0.0704566	0.0886731	0.194363	0.186584	0.553321	3.35173
L	1477010454300000	-1.00163	11.4409	-2.15594	-4.69628	-0.865112	11.4618	-1.65856	-4.79066	0.0708828	0.0884884	0.196724	0.186278	5.70015	3.35173
R	1477010454350000	-1.1085	11.2057	-2.12017	-4.71549	-0.955106	11.2342	-1.60972	-4.76336	0.071453	0.0883144	0.199182	0.185896	5.70015	3.96997
L	1477010454400000	-1.21362	10.9695	-2.08575	-4.73364	-1.12004	11.0043	-1.68129	-4.77487	0.0715646	0.0881514	0.200536	0.18551	4.43396	3.96997
R	1477010454450000	-1.31706	10.7324	-2.05273	-4.75075	-1.20327	10.7632	-1.61244	-4.81221	0.071802	0.0879829	0.202195	0.185151	4.43396	0.618859
L	1477010454500000	-1.41889	10.4945	-2.02111	-4.76686	-1.33258	10.5094	-1.62575	-4.84753	0.0718711	0.0877977	0.203426	0.184826	1.97474	0.618859
R	1477010454550000	-1.51917	10.2559	-1.99093	-4.78198	-1.41882	10.2526	-1.5657	-4.89468	0.072018	0.0876085	0.204898	0.184575	1.97474	1.16967
L	1477010454600000	-1.61797	10.0165	-1.96221	-4.79615	-1.52489	10.0386	-1.55509	-4.87936	0.0721215	0.0874324	0.206191	0.184259	2.545	1.16967
R	1477010454650000	-1.71539	9.77637	-1.93498	-4.80939	-1.60829	9.80944	-1.5119	-4.86558	0.072307	0.0872722	0.2076	0.183902	2.545	0.869899
L	1477010454700000	-1.81147	9.53564	-1.90924	-4.82172	-1.69426	9.5857	-1.4737	-4.86172	0.072557	0.0871475	0.209097	0.183529	0.928942	0.869899
R	1477010454750000	-1.90631	9.29431	-1.88502	-4.83316	-1.79735	9.33894	-1.46147	-4.89151	0.0727497	0.0870111	0.210467	0.183179	0.928942	3.04353
L	1477010454800000	-1.99998	9.05243	-1.86233	-4.84374	-1.88537	9.05026	-1.42207	-4.95854	0.0729768	0.0868275	0.211961	0.182944	4.19217	3.04353
R	1477010454850000	-2.09256	8.81003	-1.8412	-4.85347	-1.96658	8.82636	-1.39501	-4.925	0.0732797	0.0866514	0.213483	0.182618	4.19217	2.30079
L	1477010454900000	-2.18412	8.56717	-1.82164	-4.86238	-2.06681	8.57404	-1.39075	-4.94773	0.0735189	0.086471	0.214852	0.182319	0.750381	2.30079
R	1477010454950000	-2.27474	8.32388	-1.80365	-4.87047	-2.18337	8.3248	-1.42124	-4.95536	0.0736022	0.0862907	0.21582	0.182022	0.750381	4.20062
L	1477010455000000	-2.3645	8.0802	-1.78726	-4.87778	-2.24518	8.08739	-1.35788	-4.95774	0.0738504	0.0861128	0.217141	0.181717	0.265079	4.20062
R	1477010455050000	-2.45348	7.83617	-1.77248	-4.8843	-2.31191	7.87231	-1.31743	-4.92031	0.0742575	0.085966	0.218657	0.181356	0.265079	5.60468
L	1477010455100000	-2.54177	7.59184	-1.75931	-4.89006	-2.42364	7.6213	-1.34558	-4.9401	0.074491	0.0858098	0.219815	0.181011	1.71315	5.60468
R	1477010455150000	-2.62944	7.34723	-1.74777	-4.89507	-2.56811	7.38952	-1.45179	-4.8957	0.0744418	0.0856766	0.220181	0.180639	1.71315	8.90611
L	1477010455200000	-2.71658	7.10238	-1.73786	-4.89933	-2.67327	7.13217	-1.46822	-4.92072	0.0743412	0.0855227	0.220405	0.180275	1.12964	8.90611
R	1477010455250000	-2.80326	6.85734	-1.72958	-4.90286	-2.74519	6.89866	-1.43165	-4.91661	0.0742823	0.0853894	0.220776	0.179911	1.12964	1.17245
L	1477010455300000	-2.88957	6.61214	-1.72295	-4.90566	-2.80007	6.68321	-1.3712	-4.89182	0.0743502	0.0853362	0.221462	0.179548	1.94536	1.17245
R	1477010455350000	-2.97559	6.36681	-1.71797	-4.90774	-2.86908	6.45757	-1.3609	-4.84446	0.0745077	0.0853588	0.222175	0.179231	1.94536	4.96623
L	1477010455400000	-3.0614	6.12139	-1.71464	-4.90911	-2.92963	6.2176	-1.3165	-4.85072	0.0748254	0.0854052	0.223159	0.178909	0.0496604	4.96623
R	1477010455450000	-3.14709	5.87592	-1.71297	-4.90976	-3.04536	5.97414	-1.37076	-4.85615	0.0749523	0.0854602	0.223762	0.178583	0.0496604	4.52053
L	1477010455500000	-3.23274	5.63043	-1.71295	-4.9097	-3.12695	5.70245	-1.36144	-4.89868	0.0751002	0.0854109	0.224415	0.178228	1.67167	4.52053
R	1477010455550000	-3.31843	5.38496	-1.71458	-4.90893	-3.23413	5.45632	-1.42356	-4.87764	0.075139	0.0853597	0.224718	0.177885	1.67167	4.05182
L	1477010455600000	-3.40424	5.13955	-1.71787	-4.90745	-3.32763	5.19606	-1.43624	-4.90486	0.0751449	0.0852648	0.224972	0.177533	1.00709	4.05182
R	1477010455650000	-3.49026	4.89422	-1.72281	-4.90525	-3.40495	4.95054	-1.42566	-4.90929	0.0751876	0.0851702	0.225301	0.177184	1.00709	0.0453795
L	1477010455700000	-3.57657	4.64902	-1.72939	-4.90233	-3.51333	4.67736	-1.46384	-4.95103	0.0751445	0.0850215	0.225473	0.176862	3.02363	0.0453795
R	1477010455750000	-3.66325	4.40398	-1.73763	-4.89868	-3.62406	4.42451	-1.53827	-4.93523	0.0750375	0.084865	0.225377	0.176531	3.02363	4.04842
L	1477010455800000	-3.75039	4.15913	-1.74749	-4.8943	-3.74885	4.15769	-1.60194	-4.96636	0.0748915	0.0846998	0.225121	0.176245	4.04551	4.04842
R	1477010455850000	-3.83806	3.91452	-1.75899	-4.88918	-3.84083	3.91551	-1.61036	-4.96262	0.0747464	0.0845355	0.224875	0.175962	4.04551	1.03237
L	1477010455900000	-3.92635	3.67019	-1.77212	-4.8833	-3.91494	3.67953	-1.58911	-4.95089	0.0746053	0.0843742	0.224728	0.175673	0.332925	1.03237
R	1477010455950000	-4.01533	3.42616	-1.78686	-4.87666	-4.0228	3.46488	-1.65478	-4.89383	0.0744632	0.084246	0.224445	0.175338	0.332925	5.59093
L	1477010456000000	-4.10509	3.18248	-1.8032	-4.86925	-4.11197	3.22031	-1.6587	-4.89636	0.0743216	0.0841171	0.224193	0.17501	0.0798995	5.59093
R	1477010456050000	-4.19571	2.93919	-1.82113	-4.86104	-4.23071	2.96443	-1.73866	-4.89726	0.0742111	0.0839709	0.223823	0.17469	0.0798995	2.29405
L	1477010456100000	-4.28727	2.69633	-1.84065	-4.85202	-4.3172	2.69541	-1.73576	-4.92949	0.0740929	0.0838111	0.223491	0.174423	1.09378	2.29405
R	1477010456150000	-4.37985	2.45393	-1.86173	-4.84218	-4.41049	2.4441	-1.75103	-4.93367	0.0739765	0.0836544	0.223171	0.174183	1.09378	0.154321
L	1477010456200000	-4.47352	2.21205	-1.88436	-4.83149	-4.51241	2.18387	-1.77111	-4.95356	0.0738754	0.0835143	0.222858	0.174016	0.938202	0.154321
R	1477010456250000	-4.56836	1.97072	-1.90853	-4.81994	-4.62395	1.94326	-1.85579	-4.92618	0.0738151	0.0833742	0.222463	0.17381	0.938202	5.69352
L	1477010456300000	-4.66444	1.72998	-1.93422	-4.80751	-4.73499	1.67662	-1.88668	-4.95366	0.0738032	0.083282	0.222065	0.173715	1.92524	5.69352
R	1477010456350000	-4.76186	1.48989	-1.9614	-4.79417	-4.86024	1.42325	-1.97292	-4.9503	0.0739101	0.0832261	0.221651	0.173653	1.92524	2.11584
L	1477010456400000	-4.86066	1.25049	-1.99007	-4.7799	-4.92093	1.18564	-1.92775	-4.93065	0.073864	0.0831653	0.221271	0.173573	3.77265	2.11584
R	1477010456450000	-4.96095	1.01182	-2.02019	-4.76468	-5.02114	0.960578	-1.95099	-4.89535	0.0738181	0.0830697	0.220901	0.173434	3.77265	1.1834
L	1477010456500000	-5.06277	0.77393	-2.05174	-4.74848	-5.08422	0.725444	-1.91251	-4.87595	0.0736933	0.0829686	0.220656	0.173287	3.17746	1.1834
R	1477010456550000	-5.16621	0.536876	-2.08471	-4.73127	-5.17801	0.43854	-1.93236	-4.93268	0.0735612	0.0830303	0.220443	0.173398	3.17746	5.06096
L	1477010456600000	-5.27133	0.300706	-2.11906	-4.71303	-5.2546	0.197567	-1.91362	-4.92021	0.0734333	0.0831128	0.22039	0.173534	1.05996	5.06096
R	1477010456650000	-5.3782	0.0654719	-2.15477	-4.69374	-5.36554	-0.0436993	-1.9286	-4.91165	0.0733032	0.0832227	0.220412	0.173717	1.05996	30.4114
L	1477010456700000	-5.4869	-0.168772	-2.1918	-4.67335	-5.44036	-0.281748	-1.90743	-4.89714	0.0732236	0.0833502	0.220678	0.173925	1.24782	30.4114
R	1477010456750000	-5.59748	-0.401971	-2.23014	-4.65185	-5.55883	-0.479625	-1.96951	-4.82542	0.0731278	0.0833302	0.220835	0.173924	1.24782	4.91127
L	1477010456800000	-5.71001	-0.634069	-2.26974	-4.62919	-5.69412	-0.673901	-2.04254	-4.75116	0.0730019	0.0832141	0.220859	0.173764	4.17665	4.91127
R	1477010456850000	-5.82456	-0.865006	-2.31058	-4.60536	-5.80455	-0.90789	-2.10838	-4.74216	0.0728804	0.0831041	0.220795	0.173645	4.17665	6.27939
L	1477010456900000	-5.94118	-1.09472	-2.35262	-4.58032	-5.9022	-1.16423	-2.10953	-4.76367	0.0727871	0.0830594	0.220878	0.173681	0.608776	6.27939
R	1477010456950000	-6.05993	-1.32316	-2.39581	-4.55404	-5.99278	-1.42505	-2.10587	-4.79224	0.0727677	0.0831342	0.221163	0.173954	0.608776	2.0958
L	1477010457000000	-6.18087	-1.55025	-2.44014	-4.52648	-6.12945	-1.63621	-2.17314	-4.74104	0.0727029	0.0831444	0.221343	0.174115	1.98275	2.0958
R	1477010457050000	-6.30406	-1.77593	-2.48555	-4.49762	-6.26476	-1.87891	-2.27843	-4.74703	0.0726116	0.0832231	0.221295	0.17444	1.98275	5.63697
L	1477010457100000	-6.42954	-2.00014	-2.532	-4.46742	-6.37247	-2.12024	-2.29026	-4.74347	0.0725625	0.0833822	0.22137	0.174903	0.0717627	5.63697
R	1477010457150000	-6.55738	-2.22281	-2.57946	-4.43585	-6.52001	-2.33314	-2.36982	-4.69299	0.0724686	0.0834923	0.22133	0.17526	0.0717627	4.10343
L	1477010457200000	-6.68761	-2.44386	-2.62788	-4.40288	-6.66719	-2.54368	-2.4412	-4.64019	0.0723514	0.0835552	0.221218	0.175516	1.38826	4.10343
R	1477010457250000	-6.82029	-2.66323	-2.6772	-4.36847	-6.8179	-2.76473	-2.52492	-4.60821	0.072225	0.0836246	0.221014	0.175781	1.38826	2.19217
L	1477010457300000	-6.95546	-2.88084	-2.7274	-4.3326	-6.91804	-3.01642	-2.50996	-4.62984	0.0721329	0.0838615	0.221002	0.17635	1.15475	2.19217
R	1477010457350000	-7.09316	-3.09663	-2.7784	-4.29523	-7.04736	-3.24238	-2.53912	-4.60548	0.0720581	0.0841552	0.221068	0.17699	1.15475	0.169953
L	1477010457400000	-7.23344	-3.3105	-2.83017	-4.25632	-7.17331	-3.43974	-2.57399	-4.54338	0.0720202	0.0843527	0.221199	0.177489	1.74493	0.169953
R	1477010457450000	-7.37632	-3.5224	-2.88265	-4.21586	-7.319	-3.68446	-2.62306	-4.55069	0.0719747	0.0847432	0.221343	0.17827	1.74493	4.3936
L	1477010457500000	-7.52184	-3.73223	-2.93579	-4.1738	-7.47296	-3.83887	-2.70397	-4.42318	0.071908	0.0848281	0.22138	0.178563	6.5377	4.3936
R	1477010457550000	-7.67004	-3.93992	-2.98953	-4.13012	-7.61388	-4.05364	-2.75476	-4.39792	0.07186	0.0849438	0.221427	0.178944	6.5377	0.741291
L	1477010457600000	-7.82094	-4.14538	-3.04381	-4.08479	-7.77295	-4.27218	-2.81659	-4.37032	0.071792	0.0851217	0.221447	0.179416	0.640777	0.741291
R	1477010457650000	-7.97457	-4.34854	-3.09857	-4.03778	-7.9222	-4.49271	-2.86173	-4.35081	0.0717349	0.0853917	0.221501	0.180038	0.640777	0.39856
L	1477010457700000	-8.13095	-4.5493	-3.15376	-3.98906	-8.0894	-4.71859	-2.9259	-4.33427	0.071654	0.0858148	0.221523	0.180853	1.26988	0.39856
R	1477010457750000	-8.2901	-4.74759	-3.2093	-3.93862	-8.23218	-4.92374	-2.93028	-4.28428	0.0716121	0.0862793	0.221742	0.181662	1.26988	2.41436
L	1477010457800000	-8.45204	-4.94331	-3.26514	-3.88641	-8.37325	-5.13359	-2.95549	-4.2582	0.0716375	0.0868388	0.222097	0.182635	0.112261	2.41436
R	1477010457850000	-8.61678	-5.13637	-3.32121	-3.83242	-8.51922	-5.31028	-2.9718	-4.17454	0.0717401	0.0872764	0.222646	0.183402	0.112261	4.58582
L	1477010457900000	-8.78433	-5.32669	-3.37745	-3.77663	-8.71147	-5.50666	-3.06712	-4.12097	0.0717439	0.0877497	0.222997	0.184175	2.22467	4.58582
R	1477010457950000	-8.95469	-5.51417	-3.43377	-3.71901	-8.86967	-5.70644	-3.10086	-4.0819	0.0717922	0.0883039	0.223453	0.185057	2.22467	0.489309
L	1477010458000000	-9.12788	-5.69872	-3.49012	-3.65955	-9.03219	-5.88939	-3.14928	-4.0246	0.0718848	0.0888395	0.223945	0.185944	0.413588	0.489309
R	1477010458050000	-9.30388	-5.88026	-3.54643	-3.59823	-9.17185	-6.05461	-3.14484	-3.94167	0.0721667	0.0892579	0.224765	0.186685	0.413588	6.97984
L	1477010458100000	-9.4827	-6.05868	-3.60261	-3.53503	-9.34759	-6.17117	-3.21965	-3.79651	0.0724645	0.0893445	0.225469	0.186981	6.63657	6.97984
R	1477010458150000	-9.66432	-6.23389	-3.6586	-3.46994	-9.51945	-6.35821	-3.26579	-3.75648	0.0728207	0.089482	0.226223	0.187395	6.63657	0.995113
L	1477010458200000	-9.84874	-6.4058	-3.71431	-3.40295	-9.67254	-6.55091	-3.28606	-3.73652	0.0733979	0.0897207	0.227179	0.18806	0.127062	0.995113
R	1477010458250000	-10.0359	-6.57431	-3.76969	-3.33404	-9.88147	-6.72302	-3.3981	-3.67769	0.0738081	0.0899765	0.2278	0.188778	0.127062	7.39336
L	1477010458300000	-10.2259	-6.73933	-3.82463	-3.26321	-10.0865	-6.88289	-3.48644	-3.59672	0.0741157	0.0902027	0.228246	0.189429	1.21371	7.39336
R	1477010458350000	-10.4186	-6.90075	-3.87907	-3.19046	-10.2657	-7.05169	-3.54024	-3.54775	0.0745065	0.0904659	0.228692	0.190213	1.21371	1.28502
L	1477010458400000	-10.614	-7.05849	-3.93293	-3.11577	-10.4965	-7.22321	-3.65172	-3.47969	0.0746852	0.0908041	0.228881	0.191031	3.94021	1.28502
R	1477010458450000	-10.8121	-7.21245	-3.98613	-3.03916	-10.6933	-7.37704	-3.71852	-3.40747	0.0748694	0.0911383	0.229017	0.191866	3.94021	2.49827
L	1477010458500000	-11.0128	-7.36252	-4.03859	-2.96062	-10.9395	-7.53178	-3.84121	-3.31533	0.0748644	0.0914964	0.228922	0.19261	4.33015	2.49827
R	1477010458550000	-11.2161	-7.50862	-4.09021	-2.88015	-11.124	-7.68156	-3.86628	-3.24361	0.0749261	0.0918729	0.228906	0.193399	4.33015	1.37715
L	1477010458600000	-11.422	-7.65064	-4.14093	-2.79777	-11.2878	-7.82184	-3.86996	-3.17743	0.0751901	0.0922351	0.229053	0.194279	2.99824	1.37715
R	1477010458650000	-11.6304	-7.78849	-4.19066	-2.71349	-11.4782	-7.9592	-3.90269	-3.09687	0.0755599	0.0925906	0.229265	0.195172	2.99824	2.19961
L	1477010458700000	-11.8413	-7.92208	-4.23932	-2.6273	-11.6651	-8.06133	-3.93705	-2.97576	0.0760899	0.0927759	0.229533	0.195849	4.00945	2.19961
R	1477010458750000	-12.0546	-8.05131	-4.28682	-2.53924	-11.8549	-8.18654	-3.94544	-2.87812	0.0767949	0.0929408	0.229973	0.196466	4.00945	2.48387
L	1477010458800000	-12.2702	-8.17609	-4.33309	-2.44932	-12.0736	-8.27677	-4.01575	-2.73993	0.0774641	0.0929662	0.230301	0.196833	2.04366	2.48387
R	1477010458850000	-12.4881	-8.29633	-4.37802	-2.35756	-12.2913	-8.41126	-4.09797	-2.68913	0.0781252	0.0930434	0.230474	0.197401	2.04366	2.69878
L	1477010458900000	-12.7082	-8.41193	-4.42156	-2.26399	-12.5008	-8.48869	-4.14575	-2.54648	0.0788622	0.0929969	0.23063	0.197725	3.14563	2.69878
R	1477010458950000	-12.9304	-8.5228	-4.4636	-2.16863	-12.7007	-8.59052	-4.15466	-2.43768	0.0797796	0.0929286	0.230916	0.197988	3.14563	2.46619
L	1477010459000000	-13.1547	-8.62886	-4.50407	-2.07151	-12.979	-8.67471	-4.28067	-2.2881	0.0802569	0.092819	0.230893	0.198049	5.38067	2.46619
R	1477010459050000	-13.381	-8.73002	-4.54289	-1.97267	-13.2175	-8.78533	-4.35762	-2.21049	0.0806487	0.092726	0.230765	0.198185	5.38067	3.00535
L	1477010459100000	-13.6092	-8.82619	-4.57997	-1.87214	-13.4457	-8.82845	-4.40701	-2.03475	0.0810362	0.0925824	0.230609	0.198084	3.71483	3.00535
R	1477010459150000	-13.8392	-8.91729	-4.61524	-1.76997	-13.6535	-8.89314	-4.3995	-1.89227	0.0815663	0.0924492	0.230564	0.197895	3.71483	5.07581
L	1477010459200000	-14.0709	-9.00324	-4.64861	-1.6662	-13.8943	-8.98025	-4.45708	-1.79516	0.0820279	0.0923157	0.230454	0.19772	0.553454	5.07581
R	1477010459250000	-14.3043	-9.08395	-4.68001	-1.56086	-14.1375	-9.0754	-4.53563	-1.73228	0.0824215	0.0921752	0.23024	0.197645	0.553454	2.72026
L	1477010459300000	-14.5391	-9.15936	-4.70936	-1.45402	-14.3737	-9.16246	-4.5769	-1.64962	0.0828024	0.0920343	0.230004	0.197638	0.179265	2.72026
